REVIEW_ID,EMP_ID,REVIEW_YEAR,RATING,MANAGER_ID
3150,1040,2024,3,104
3151,1040,2025,1,104
3152,1040,2026,4,104
3153,1041,2023,1,102
3154,1041,2025,5,102
3155,1041,2026,2,102
3156,1042,2023,5,106
3157,1042,2024,3,106
3158,1042,2025,4,106
3159,1042,2026,4,106
3160,1043,2023,3,101
3161,1043,2024,3,101
3162,1043,2026,3,101
3163,1044,2023,4,103
3164,1044,2024,5,103
3165,1044,2025,5,103
3166,1044,2026,4,103
3167,1045,2023,1,106
3168,1045,2024,3,106
3169,1045,2025,5,106
3170,1045,2026,4,106
3171,1046,2023,4,103
3172,1046,2024,5,103
3173,1046,2025,3,103
3174,1046,2026,4,103
3175,1047,2023,3,104
3176,1047,2025,5,104
3177,1047,2026,5,104
3178,1048,2023,5,106
3179,1048,2024,4,106
3180,1048,2025,5,106
3181,1048,2026,4,106
3182,1049,2023,4,101
3183,1049,2024,3,101
3184,1049,2025,3,101
3185,1049,2026,3,101
3186,1050,2023,4,102
3187,1050,2024,3,102
3188,1050,2025,4,102
3189,1050,2026,5,102
3190,1051,2023,2,102
3191,1051,2024,4,102
3192,1051,2025,2,102
3193,1051,2026,4,102
3194,1052,2023,2,101
3195,1052,2024,4,101
3196,1052,2025,4,101
3197,1052,2026,3,101
3198,1053,2023,2,107
3199,1053,2024,4,107
3200,1053,2025,4,107
3201,1053,2026,4,107
3202,1054,2023,4,103
3203,1054,2024,3,103
3204,1054,2025,3,103
3205,1054,2026,5,103
3206,1055,2023,3,106
3207,1055,2024,4,106
3208,1055,2025,4,106
3209,1055,2026,3,106
3210,1056,2023,3,106
3211,1056,2024,4,106
3212,1056,2025,3,106
3213,1056,2026,5,106
3214,1057,2023,5,107
3215,1057,2024,4,107
3216,1057,2025,4,107
3217,1057,2026,4,107
3218,1058,2023,2,107
3219,1058,2024,4,107
3220,1058,2025,5,107
3221,1058,2026,2,107
3222,1059,2023,4,104
3223,1059,2024,5,104
3224,1059,2025,4,104
3225,1059,2026,4,104
3226,1060,2023,4,104
3227,1060,2024,4,104
3228,1060,2025,5,104
3229,1060,2026,4,104
3230,1061,2023,2,104
3231,1061,2024,4,104
3232,1061,2025,4,104
3233,1061,2026,4,104
3234,1062,2023,3,101
3235,1062,2024,4,101
3236,1062,2025,5,101
3237,1062,2026,5,101
3238,1063,2023,1,102
3239,1063,2024,4,102
3240,1063,2025,5,102
3241,1063,2026,4,102
3242,1064,2023,3,106
3243,1064,2024,4,106
3244,1064,2025,3,106
3245,1064,2026,4,106
3246,1065,2023,4,105
3247,1065,2024,3,105
3248,1065,2025,3,105
3249,1065,2026,4,105
3250,1066,2023,3,101
3251,1066,2024,4,101
3252,1066,2025,5,101
3253,1066,2026,3,101
3254,1067,2023,3,106
3255,1067,2024,4,106
3256,1067,2025,5,106
3257,1067,2026,3,106
3258,1068,2023,4,106
3259,1068,2024,4,106
3260,1068,2025,4,106
3261,1068,2026,5,106
3262,1069,2023,4,104
3263,1069,2025,3,104
3264,1069,2026,2,104
3265,1070,2024,4,107
3266,1070,2025,1,107
3267,1070,2026,4,107
3268,1071,2023,4,103
3269,1071,2024,3,103
3270,1071,2026,4,103
3271,1072,2023,4,101
3272,1072,2024,2,101
3273,1072,2025,3,101
3274,1072,2026,3,101
3275,1073,2023,3,103
3276,1073,2024,4,103
3277,1073,2025,3,103
3278,1073,2026,3,103
3279,1074,2023,3,103
3280,1074,2024,3,103
3281,1074,2025,3,103
3282,1074,2026,3,103
3283,1075,2023,4,102
3284,1075,2024,4,102
3285,1075,2025,2,102
3286,1075,2026,5,102
3287,1076,2023,4,107
3288,1076,2024,2,107
3289,1076,2025,4,107
3290,1076,2026,3,107
3291,1077,2023,3,105
3292,1077,2024,3,105
3293,1077,2025,5,105
3294,1077,2026,4,105
3295,1078,2023,3,104
3296,1078,2024,5,104
3297,1078,2025,3,104
3298,1078,2026,3,104
3299,1079,2023,5,104
3300,1079,2024,4,104
3301,1079,2025,4,104
3302,1079,2026,3,104
3303,1080,2023,5,105
3304,1080,2024,3,105
3305,1080,2025,4,105
3306,1080,2026,3,105
3307,1081,2023,4,103
3308,1081,2024,4,103
3309,1081,2025,5,103
3310,1081,2026,4,103
3311,1082,2023,4,106
3312,1082,2024,3,106
3313,1082,2025,2,106
3314,1082,2026,4,106
3315,1083,2023,4,103
3316,1083,2024,3,103
3317,1083,2025,3,103
3318,1083,2026,3,103
3319,1084,2023,4,104
3320,1084,2024,4,104
3321,1084,2025,2,104
3322,1084,2026,4,104
3323,1085,2023,5,105
3324,1085,2024,4,105
3325,1085,2025,4,105
3326,1085,2026,3,105
3327,1086,2023,3,104
3328,1086,2024,3,104
3329,1086,2025,2,104
3330,1086,2026,4,104
3331,1087,2023,5,107
3332,1087,2024,3,107
3333,1087,2025,5,107
3334,1087,2026,5,107
3335,1088,2023,2,106
3336,1088,2024,5,106
3337,1088,2025,2,106
3338,1088,2026,3,106
3339,1089,2023,3,104
3340,1089,2024,2,104
3341,1089,2025,3,104
3342,1089,2026,2,104
3343,1090,2023,2,103
3344,1090,2026,3,103
3345,1091,2023,3,101
3346,1091,2025,3,101
3347,1091,2026,3,101
3348,1092,2023,3,103
3349,1092,2024,5,103
3350,1092,2025,3,103
3351,1092,2026,1,103
3352,1093,2023,5,105
3353,1093,2024,4,105
3354,1093,2025,4,105
3355,1093,2026,3,105
3356,1094,2023,3,105
3357,1094,2024,4,105
3358,1094,2025,2,105
3359,1094,2026,5,105
3360,1095,2023,1,107
3361,1095,2024,5,107
3362,1095,2025,1,107
3363,1095,2026,4,107
3364,1096,2023,3,106
3365,1096,2024,5,106
3366,1096,2025,5,106
3367,1096,2026,4,106
3368,1097,2023,3,103
3369,1097,2024,4,103
3370,1097,2025,1,103
3371,1097,2026,4,103
3372,1098,2023,4,107
3373,1098,2024,5,107
3374,1098,2025,4,107
3375,1098,2026,4,107
3376,1099,2023,4,101
3377,1099,2024,2,101
3378,1099,2025,5,101
3379,1099,2026,4,101
3380,1100,2023,2,101
3381,1100,2025,4,101
3382,1100,2026,3,101
3383,1101,2023,4,106
3384,1101,2024,1,106
3385,1101,2025,2,106
3386,1101,2026,3,106
3387,1102,2023,4,105
3388,1102,2024,2,105
3389,1102,2025,5,105
3390,1102,2026,1,105
3391,1103,2023,3,104
3392,1103,2024,4,104
3393,1103,2025,4,104
3394,1103,2026,3,104
3395,1104,2024,5,104
3396,1104,2025,4,104
3397,1104,2026,3,104
3398,1105,2023,3,104
3399,1105,2024,4,104
3400,1105,2025,3,104
3401,1105,2026,5,104
3402,1106,2023,2,101
3403,1106,2024,5,101
3404,1106,2025,3,101
3405,1106,2026,3,101
3406,1107,2024,2,102
3407,1107,2026,2,102
3408,1108,2023,3,101
3409,1108,2024,3,101
3410,1108,2025,4,101
3411,1108,2026,4,101
3412,1109,2024,5,107
3413,1109,2025,4,107
3414,1109,2026,4,107
3415,1110,2023,4,103
3416,1110,2024,3,103
3417,1110,2025,5,103
3418,1110,2026,3,103
3419,1111,2023,5,102
3420,1111,2024,1,102
3421,1111,2025,3,102
3422,1111,2026,3,102
3423,1112,2023,4,107
3424,1112,2024,3,107
3425,1112,2025,3,107
3426,1112,2026,4,107
3427,1113,2023,4,107
3428,1113,2024,3,107
3429,1113,2026,3,107
3430,1114,2023,5,105
3431,1114,2024,5,105
3432,1114,2025,4,105
3433,1114,2026,5,105
3434,1115,2023,4,105
3435,1115,2024,3,105
3436,1115,2025,3,105
3437,1115,2026,3,105
3438,1116,2023,4,101
3439,1116,2024,4,101
3440,1116,2025,5,101
3441,1116,2026,3,101
3442,1117,2023,3,106
3443,1117,2024,4,106
3444,1117,2026,5,106
3445,1118,2023,5,105
3446,1118,2024,4,105
3447,1118,2025,3,105
3448,1118,2026,5,105
3449,1119,2023,2,106
3450,1119,2024,5,106
3451,1119,2025,3,106
3452,1119,2026,5,106
3453,1120,2023,3,101
3454,1120,2024,2,101
3455,1120,2025,5,101
3456,1120,2026,3,101
3457,1121,2023,3,101
3458,1121,2024,3,101
3459,1121,2025,4,101
3460,1121,2026,3,101
3461,1122,2023,4,103
3462,1122,2024,3,103
3463,1122,2025,4,103
3464,1122,2026,4,103
3465,1123,2023,3,101
3466,1123,2024,4,101
3467,1123,2025,3,101
3468,1123,2026,3,101
3469,1124,2023,4,105
3470,1124,2024,5,105
3471,1124,2025,3,105
3472,1124,2026,2,105
3473,1125,2023,4,105
3474,1125,2025,3,105
3475,1125,2026,4,105
3476,1126,2023,4,104
3477,1126,2024,3,104
3478,1126,2025,5,104
3479,1126,2026,3,104
3480,1127,2023,3,101
3481,1127,2024,4,101
3482,1127,2025,4,101
3483,1127,2026,5,101
3484,1128,2023,5,104
3485,1128,2024,4,104
3486,1128,2025,3,104
3487,1128,2026,3,104
3488,1129,2023,4,104
3489,1129,2024,3,104
3490,1129,2025,4,104
3491,1129,2026,2,104
3492,1130,2023,4,106
3493,1130,2024,3,106
3494,1130,2025,4,106
3495,1130,2026,5,106
3496,1131,2023,5,105
3497,1131,2024,5,105
3498,1131,2025,3,105
3499,1131,2026,3,105
3500,1132,2023,2,103
3501,1132,2024,4,103
3502,1132,2025,4,103
3503,1132,2026,2,103
3504,1133,2023,3,101
3505,1133,2024,1,101
3506,1133,2025,5,101
3507,1133,2026,4,101
3508,1134,2023,3,102
3509,1134,2024,4,102
3510,1134,2025,2,102
3511,1134,2026,4,102
3512,1135,2023,4,101
3513,1135,2025,3,101
3514,1135,2026,2,101
3515,1136,2023,3,103
3516,1136,2024,3,103
3517,1136,2025,5,103
3518,1136,2026,5,103
3519,1137,2023,5,106
3520,1137,2024,4,106
3521,1137,2025,3,106
3522,1137,2026,4,106
3523,1138,2024,5,103
3524,1138,2025,3,103
3525,1139,2023,5,105
3526,1139,2024,5,105
3527,1139,2025,4,105
3528,1139,2026,5,105
3529,1140,2023,4,101
3530,1140,2024,4,101
3531,1140,2025,4,101
3532,1140,2026,5,101
3533,1141,2023,3,101
3534,1141,2024,2,101
3535,1141,2025,5,101
3536,1141,2026,4,101
3537,1142,2023,5,105
3538,1142,2024,4,105
3539,1142,2025,3,105
3540,1142,2026,3,105
3541,1143,2023,4,107
3542,1143,2024,4,107
3543,1144,2024,3,107
3544,1144,2025,3,107
3545,1145,2023,4,107
3546,1145,2024,1,107
3547,1145,2025,4,107
3548,1145,2026,5,107
3549,1146,2024,4,105
3550,1146,2025,5,105
3551,1147,2023,3,106
3552,1147,2024,5,106
3553,1147,2025,4,106
3554,1147,2026,3,106
3555,1148,2023,4,104
3556,1148,2024,3,104
3557,1148,2025,3,104
3558,1148,2026,2,104
3559,1149,2023,4,104
3560,1149,2024,4,104
3561,1149,2025,3,104
3562,1150,2023,4,104
3563,1150,2024,5,104
3564,1150,2025,3,104
3565,1150,2026,4,104
3566,1151,2023,4,105
3567,1151,2024,3,105
3568,1151,2025,3,105
3569,1151,2026,4,105
3570,1152,2023,4,102
3571,1152,2024,4,102
3572,1152,2025,4,102
3573,1152,2026,1,102
3574,1153,2023,3,107
3575,1153,2024,5,107
3576,1153,2025,2,107
3577,1153,2026,3,107
3578,1154,2023,1,103
3579,1154,2024,3,103
3580,1154,2025,3,103
3581,1154,2026,4,103
3582,1155,2023,3,103
3583,1155,2025,4,103
3584,1155,2026,4,103
3585,1156,2023,3,106
3586,1156,2024,3,106
3587,1156,2025,4,106
3588,1156,2026,3,106
3589,1157,2023,3,103
3590,1157,2024,4,103
3591,1157,2025,3,103
3592,1157,2026,1,103
3593,1158,2023,3,107
3594,1158,2024,3,107
3595,1158,2025,5,107
3596,1158,2026,5,107
3597,1159,2023,5,102
3598,1159,2024,4,102
3599,1159,2025,2,102
3600,1159,2026,4,102
3601,1160,2023,4,103
3602,1160,2024,4,103
3603,1160,2025,5,103
3604,1160,2026,4,103
3605,1161,2023,5,103
3606,1161,2024,4,103
3607,1161,2025,5,103
3608,1161,2026,3,103
3609,1162,2023,4,105
3610,1162,2024,3,105
3611,1162,2025,4,105
3612,1162,2026,5,105
3613,1163,2023,4,107
3614,1163,2024,3,107
3615,1163,2025,3,107
3616,1163,2026,5,107
3617,1164,2023,5,104
3618,1164,2024,4,104
3619,1164,2025,3,104
3620,1164,2026,4,104
3621,1165,2023,2,104
3622,1165,2024,5,104
3623,1165,2025,4,104
3624,1165,2026,4,104
3625,1166,2025,4,101
3626,1166,2026,2,101
3627,1167,2023,3,104
3628,1167,2024,5,104
3629,1167,2025,2,104
3630,1167,2026,3,104
3631,1168,2024,4,101
3632,1168,2026,4,101
3633,1169,2023,5,105
3634,1169,2024,5,105
3635,1169,2025,2,105
3636,1169,2026,5,105
3637,1170,2023,4,102
3638,1170,2024,3,102
3639,1170,2025,3,102
3640,1170,2026,3,102
3641,1171,2023,4,104
3642,1171,2024,4,104
3643,1171,2025,2,104
3644,1171,2026,3,104
3645,1172,2023,4,102
3646,1172,2024,3,102
3647,1172,2025,3,102
3648,1172,2026,4,102
3649,1173,2023,5,105
3650,1173,2024,3,105
3651,1173,2025,3,105
3652,1173,2026,4,105
3653,1174,2023,2,106
3654,1174,2024,5,106
3655,1174,2026,3,106
3656,1175,2023,4,105
3657,1175,2024,4,105
3658,1175,2025,1,105
3659,1175,2026,2,105
3660,1176,2023,4,107
3661,1176,2024,4,107
3662,1176,2025,5,107
3663,1176,2026,5,107
3664,1177,2023,3,102
3665,1177,2024,4,102
3666,1177,2025,4,102
3667,1177,2026,4,102
3668,1178,2024,3,105
3669,1178,2025,3,105
3670,1178,2026,2,105
3671,1179,2023,2,105
3672,1179,2024,5,105
3673,1179,2025,3,105
3674,1179,2026,4,105
3675,1180,2023,3,106
3676,1180,2024,4,106
3677,1180,2025,5,106
3678,1180,2026,4,106
3679,1181,2023,4,101
3680,1181,2024,3,101
3681,1181,2025,4,101
3682,1181,2026,3,101
3683,1182,2023,5,103
3684,1182,2024,3,103
3685,1182,2026,3,103
3686,1183,2023,5,101
3687,1183,2024,2,101
3688,1183,2025,3,101
3689,1183,2026,3,101
3690,1184,2023,4,102
3691,1184,2024,4,102
3692,1184,2025,3,102
3693,1184,2026,3,102
3694,1185,2023,3,106
3695,1185,2024,2,106
3696,1185,2026,2,106
3697,1186,2023,1,103
3698,1186,2024,3,103
3699,1186,2025,4,103
3700,1186,2026,5,103
3701,1187,2023,3,107
3702,1187,2024,2,107
3703,1187,2025,5,107
3704,1187,2026,4,107
3705,1188,2023,3,105
3706,1188,2025,3,105
3707,1188,2026,5,105
3708,1189,2023,3,103
3709,1189,2024,1,103
3710,1189,2025,4,103
3711,1189,2026,5,103
3712,1190,2023,4,107
3713,1190,2024,5,107
3714,1190,2025,4,107
3715,1190,2026,3,107
3716,1191,2023,5,107
3717,1191,2024,4,107
3718,1191,2025,2,107
3719,1191,2026,5,107
3720,1192,2023,4,105
3721,1192,2024,5,105
3722,1192,2025,3,105
3723,1192,2026,4,105
3724,1193,2023,3,101
3725,1193,2024,5,101
3726,1193,2025,4,101
3727,1193,2026,5,101
3728,1194,2023,5,106
3729,1194,2024,5,106
3730,1194,2025,3,106
3731,1194,2026,5,106
3732,1195,2024,2,106
3733,1195,2026,3,106
3734,1196,2023,3,104
3735,1196,2024,4,104
3736,1196,2025,3,104
3737,1196,2026,3,104
3738,1197,2023,4,102
3739,1197,2024,5,102
3740,1197,2025,4,102
3741,1197,2026,2,102
3742,1198,2024,4,105
3743,1198,2025,5,105
3744,1198,2026,4,105
3745,1199,2023,4,101
3746,1199,2024,2,101
3747,1199,2025,1,101
3748,1199,2026,5,101
3749,1200,2023,3,104
3750,1200,2024,4,104
3751,1200,2025,4,104
3752,1200,2026,4,104
3753,1201,2023,5,103
3754,1201,2024,3,103
3755,1201,2025,5,103
3756,1201,2026,4,103
3757,1202,2023,5,101
3758,1202,2024,4,101
3759,1202,2025,4,101
3760,1202,2026,1,101
3761,1203,2023,4,103
3762,1203,2024,1,103
3763,1203,2025,4,103
3764,1203,2026,5,103
3765,1204,2023,3,105
3766,1204,2024,3,105
3767,1204,2025,1,105
3768,1204,2026,4,105
3769,1205,2023,1,103
3770,1205,2024,1,103
3771,1205,2025,3,103
3772,1205,2026,4,103
3773,1206,2023,5,106
3774,1206,2024,4,106
3775,1206,2025,3,106
3776,1206,2026,3,106
3777,1207,2023,3,107
3778,1207,2024,4,107
3779,1207,2025,3,107
3780,1207,2026,3,107
3781,1208,2023,5,106
3782,1208,2024,4,106
3783,1208,2025,3,106
3784,1208,2026,1,106
3785,1209,2023,4,105
3786,1209,2024,3,105
3787,1209,2025,5,105
3788,1209,2026,1,105
3789,1210,2023,3,105
3790,1210,2024,2,105
3791,1210,2025,2,105
3792,1210,2026,5,105
3793,1211,2023,4,106
3794,1211,2024,4,106
3795,1211,2025,4,106
3796,1211,2026,4,106
3797,1212,2023,4,105
3798,1212,2024,2,105
3799,1212,2025,5,105
3800,1212,2026,3,105
3801,1213,2023,3,103
3802,1213,2024,2,103
3803,1213,2025,2,103
3804,1213,2026,5,103
3805,1214,2023,1,103
3806,1214,2025,4,103
3807,1215,2023,4,107
3808,1215,2024,4,107
3809,1215,2025,3,107
3810,1215,2026,3,107
3811,1216,2023,4,106
3812,1216,2024,3,106
3813,1216,2025,3,106
3814,1216,2026,4,106
3815,1217,2023,4,104
3816,1217,2024,2,104
3817,1218,2023,3,107
3818,1218,2024,5,107
3819,1218,2025,4,107
3820,1218,2026,3,107
3821,1219,2023,4,107
3822,1219,2024,3,107
3823,1219,2025,3,107
3824,1219,2026,4,107
3825,1220,2023,3,103
3826,1220,2024,4,103
3827,1220,2025,2,103
3828,1220,2026,4,103
3829,1221,2023,2,102
3830,1221,2024,3,102
3831,1221,2025,5,102
3832,1221,2026,3,102
3833,1222,2023,4,105
3834,1222,2024,5,105
3835,1222,2025,2,105
3836,1222,2026,4,105
3837,1223,2024,5,106
3838,1223,2025,3,106
3839,1223,2026,5,106
3840,1224,2025,1,103
3841,1224,2026,2,103
3842,1225,2023,4,103
3843,1225,2024,4,103
3844,1225,2025,4,103
3845,1225,2026,4,103
3846,1226,2023,3,102
3847,1226,2024,2,102
3848,1226,2025,3,102
3849,1226,2026,5,102
3850,1227,2023,3,106
3851,1227,2024,2,106
3852,1227,2025,3,106
3853,1227,2026,3,106
3854,1228,2023,3,101
3855,1228,2024,3,101
3856,1228,2025,4,101
3857,1228,2026,1,101
3858,1229,2023,5,101
3859,1229,2024,5,101
3860,1229,2026,4,101
3861,1230,2023,5,105
3862,1230,2024,4,105
3863,1230,2025,3,105
3864,1230,2026,1,105
3865,1231,2023,3,107
3866,1231,2024,4,107
3867,1231,2025,4,107
3868,1231,2026,5,107
3869,1232,2023,5,104
3870,1232,2024,4,104
3871,1232,2025,3,104
3872,1232,2026,4,104
3873,1233,2023,4,107
3874,1233,2024,4,107
3875,1233,2025,3,107
3876,1233,2026,3,107
3877,1234,2024,4,105
3878,1234,2025,2,105
3879,1234,2026,5,105
3880,1235,2023,3,105
3881,1235,2024,3,105
3882,1235,2025,4,105
3883,1235,2026,4,105
3884,1236,2023,4,105
3885,1236,2025,1,105
3886,1236,2026,1,105
3887,1237,2023,4,105
3888,1237,2024,5,105
3889,1237,2025,3,105
3890,1237,2026,4,105
3891,1238,2023,1,102
3892,1238,2024,5,102
3893,1238,2025,5,102
3894,1238,2026,4,102
3895,1239,2023,3,106
3896,1239,2024,5,106
3897,1239,2025,4,106
3898,1239,2026,3,106
3899,1240,2023,5,101
3900,1240,2024,3,101
3901,1240,2025,4,101
3902,1240,2026,4,101
3903,1241,2024,3,103
3904,1241,2025,3,103
3905,1241,2026,5,103
3906,1242,2023,3,105
3907,1242,2024,5,105
3908,1242,2026,1,105
3909,1243,2023,4,104
3910,1243,2024,3,104
3911,1243,2026,1,104
3912,1244,2023,5,107
3913,1244,2024,4,107
3914,1245,2023,3,102
3915,1245,2024,3,102
3916,1245,2025,3,102
3917,1245,2026,3,102
3918,1246,2023,2,107
3919,1246,2024,5,107
3920,1246,2025,4,107
3921,1246,2026,3,107
3922,1247,2023,4,101
3923,1247,2024,3,101
3924,1247,2025,2,101
3925,1248,2023,3,105
3926,1248,2024,5,105
3927,1248,2025,4,105
3928,1248,2026,4,105
3929,1249,2023,5,103
3930,1249,2024,3,103
3931,1249,2025,4,103
3932,1249,2026,3,103
3933,1250,2023,5,104
3934,1250,2025,2,104
3935,1250,2026,3,104
3936,1251,2023,4,105
3937,1251,2024,5,105
3938,1251,2025,1,105
3939,1251,2026,3,105
3940,1252,2023,5,106
3941,1252,2024,3,106
3942,1252,2025,3,106
3943,1252,2026,3,106
3944,1253,2023,3,105
3945,1253,2024,3,105
3946,1253,2025,3,105
3947,1253,2026,3,105
3948,1254,2023,4,107
3949,1254,2024,5,107
3950,1254,2025,3,107
3951,1254,2026,5,107
3952,1255,2023,3,107
3953,1255,2024,4,107
3954,1255,2025,4,107
3955,1255,2026,3,107
3956,1256,2023,2,103
3957,1256,2024,4,103
3958,1256,2025,3,103
3959,1256,2026,3,103
3960,1257,2023,3,101
3961,1257,2024,5,101
3962,1257,2025,4,101
3963,1257,2026,5,101
3964,1258,2023,4,102
3965,1258,2024,3,102
3966,1258,2025,5,102
3967,1258,2026,3,102
3968,1259,2023,5,102
3969,1259,2024,3,102
3970,1259,2025,2,102
3971,1259,2026,5,102
3972,1260,2023,3,105
3973,1260,2024,2,105
3974,1260,2025,5,105
3975,1260,2026,5,105
3976,1261,2023,3,101
3977,1261,2024,2,101
3978,1261,2025,5,101
3979,1261,2026,2,101
3980,1262,2023,2,107
3981,1262,2024,1,107
3982,1262,2025,4,107
3983,1262,2026,5,107
3984,1263,2023,3,101
3985,1263,2024,3,101
3986,1263,2025,4,101
3987,1263,2026,2,101
3988,1264,2023,5,103
3989,1264,2024,3,103
3990,1264,2026,4,103
3991,1265,2023,4,102
3992,1265,2024,5,102
3993,1265,2025,4,102
3994,1265,2026,5,102
3995,1266,2023,3,105
3996,1266,2024,4,105
3997,1266,2025,2,105
3998,1267,2023,3,105
3999,1267,2026,5,105
4000,1268,2023,4,102
4001,1268,2024,2,102
4002,1268,2025,2,102
4003,1269,2023,3,104
4004,1269,2024,3,104
4005,1269,2025,4,104
4006,1269,2026,2,104
4007,1270,2023,3,104
4008,1270,2025,4,104
4009,1270,2026,3,104
4010,1271,2023,4,103
4011,1271,2024,4,103
4012,1271,2026,5,103
4013,1272,2023,5,104
4014,1272,2024,4,104
4015,1272,2025,5,104
4016,1273,2023,3,106
4017,1273,2024,4,106
4018,1273,2025,4,106
4019,1273,2026,4,106
4020,1274,2023,5,107
4021,1274,2024,3,107
4022,1274,2025,4,107
4023,1274,2026,2,107
4024,1275,2023,4,106
4025,1275,2024,1,106
4026,1275,2025,2,106
4027,1275,2026,3,106
4028,1276,2023,4,105
4029,1276,2025,5,105
4030,1276,2026,1,105
4031,1277,2023,3,102
4032,1277,2024,4,102
4033,1277,2025,3,102
4034,1277,2026,5,102
4035,1278,2023,2,101
4036,1278,2024,3,101
4037,1278,2026,3,101
4038,1279,2023,2,104
4039,1279,2024,3,104
4040,1279,2025,3,104
4041,1279,2026,4,104
4042,1280,2023,4,104
4043,1280,2024,4,104
4044,1280,2025,3,104
4045,1280,2026,4,104
4046,1281,2023,5,103
4047,1281,2024,5,103
4048,1281,2025,3,103
4049,1281,2026,4,103
4050,1282,2023,3,107
4051,1282,2024,3,107
4052,1282,2025,5,107
4053,1282,2026,3,107
4054,1283,2023,4,103
4055,1283,2024,5,103
4056,1283,2025,2,103
4057,1283,2026,3,103
4058,1284,2024,4,106
4059,1284,2025,3,106
4060,1284,2026,2,106
4061,1285,2023,4,105
4062,1285,2024,4,105
4063,1285,2025,4,105
4064,1285,2026,4,105
4065,1286,2023,4,105
4066,1286,2024,4,105
4067,1286,2025,3,105
4068,1286,2026,3,105
4069,1287,2023,3,105
4070,1287,2024,3,105
